id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20330686,Quiet and secluded in North Austin.,84814083,Benjamin,,78729,30.45247,-97.77546,Entire home/apt,38,2,21,2018-12-30,0.44,1,0
20351755,"South Austin Oasis, Hidden Urban Ranch!",77585252,Lars,,78745,30.19186,-97.79366,Entire home/apt,199,3,77,2021-05-31,8.11,2,89
20353321,Downtown loft,9130678,Trent,,78702,30.26407,-97.73208,Entire home/apt,203,1,98,2021-05-31,2.41,1,339
20359139,The Red Door Retreat - on the lake,28645665,Kerri,,78741,30.24363,-97.72434,Entire home/apt,71,30,11,2020-11-14,0.30,2,151
20363722,Peace Retreat Retro RV,121585763,Stacy,,78734,30.42021,-97.92545,Entire home/apt,90,2,149,2021-07-07,6.27,4,73
20385710,Studio in Designer's Townhouse - Walk East Side!,2304514,Katrina,,78702,30.25916,-97.72629,Private room,95,1,52,2021-06-20,1.11,2,308
20390354,Book House: Unique Gem with Forest View on 8 Acres,109638288,TurnKey Vacation Rentals,,78748,30.17271,-97.83537,Entire home/apt,356,2,2,2021-06-13,0.18,74,354
20394484,The Beach House on Lake Travis,341880,Diana,,78734,30.38203,-97.95457,Entire home/apt,445,3,95,2021-05-03,3.58,1,337
20396222,Spacious 3 bed home minutes from the best of ATX,6155848,Curtis,,78741,30.237,-97.73144,Entire home/apt,249,2,8,2019-10-13,0.21,1,0
20401401,Spacious Writing Barn on 8 Acres in South Austin,109638288,TurnKey Vacation Rentals,,78748,30.1718,-97.83377,Entire home/apt,167,2,0,,,74,0
20406990,"Updated 2/1.5 w king, 2 twins! 2mi from DT-Pets ok",579290,Jay,,78704,30.24422,-97.77293,Entire home/apt,150,28,27,2020-12-27,0.63,23,335
20421152,Private bedroom and bathroom in East Austin home,8903281,Manar,,78702,30.27756,-97.71165,Private room,130,1,7,2020-03-16,0.38,1,88
20422059,N.Lamar: Two People Shared Room,8167447,Martin,,78751,30.31857,-97.72927,Shared room,25,30,10,2021-07-01,0.25,76,333
20422907,South West Austin home,142419591,Don,,78749,30.21722,-97.88686,Private room,74,2,62,2021-06-29,1.36,2,289
20424715,New Modern East Austin Home minutes from Downtown,26468397,Grace,,78702,30.26595,-97.70289,Entire home/apt,100,2,40,2021-05-23,0.89,1,0
20424830,"Central, Walkable Bouldin Ave. Studio",9534424,Kelly,,78704,30.25079,-97.76009,Entire home/apt,103,2,49,2020-03-11,1.50,1,52
20425149,Fully private & sanitized Eastside studio w/kitchn,36075426,Colleen,,78721,30.25683,-97.68669,Entire home/apt,77,1,213,2021-06-07,6.75,25,76
20427118,Explore Austin from Lush Trailer with Private Yard & Deck,343836805,Sessil,,78741,30.22279,-97.73633,Entire home/apt,113,1,126,2021-05-31,4.51,15,86
20436989,Suzy's Guesthouse (spacious 3-2 in NW ATX),40794683,Suzanne,,78729,30.44838,-97.76914,Entire home/apt,176,30,72,2021-03-01,1.79,1,0
20439382,N.Lamar: Economic Spot in Fantastic Community,8167447,Martin,,78751,30.31831,-97.73059,Shared room,16,30,12,2020-12-18,0.30,76,341
20442917,The pink room,145893817,Amber,,78741,30.22242,-97.7248,Private room,35,1,2,2017-09-02,0.04,1,0
20455620,"Cozy, Lofted Backhouse in Central Austin",627253,Mark,,78705,30.30245,-97.74159,Entire home/apt,85,4,46,2020-03-09,1.40,1,0
20458467,East Austin Estate,146044271,Maria,,78724,30.27287,-97.61489,Entire home/apt,1050,3,28,2021-06-13,0.78,1,258
20479089,"Clean, Cozy Home in New Urbanist Neighborhood",13712930,Ky,,78723,30.29067,-97.70068,Entire home/apt,93,2,91,2021-06-27,2.26,2,9
20479515,Cozy & Quaint Central North East Austin Home 3/2.5,146199412,Robin,,78723,30.31914,-97.66984,Entire home/apt,89,2,10,2018-05-28,0.25,1,0
20479992,Private Room in Austin's best walking neighborhood,13712930,Ky,,78723,30.29067,-97.70068,Private room,40,1,18,2020-03-06,0.40,2,0
20482650,Country view Apartment near famous venues,21427181,Ragan And Kris,,78737,30.16798,-97.96873,Entire home/apt,85,2,54,2021-01-01,1.35,1,0
20501040,Experience Austin like a local during ACL!,5654620,Melissa,,78704,30.26302,-97.76293,Entire home/apt,218,2,22,2019-11-04,0.76,1,0
20523873,Cozy cottage w/pool in convenient Highland Park!,42708815,Michelle,,78731,30.3319,-97.7585,Entire home/apt,66,1,95,2021-07-06,2.27,1,279
20535893,BEST ACL LOCATION! Luxury On Zilker Park!,36654137,Sarah,,78704,30.26535,-97.76441,Entire home/apt,379,3,0,,,1,0
20537612,Charming East Austin Apartment: Private Entrance,146643895,Jeff,,78702,30.26597,-97.69814,Entire home/apt,86,1,486,2021-03-05,63.12,1,0
20537657,Chic Vintage Cottage in East Austin,48587875,Becky,,78702,30.27875,-97.7042,Entire home/apt,101,3,29,2020-03-16,0.64,1,29
20538021,Stunning views Lake Travis: Casita Golden Rod (#2),62926106,Guy,,78734,30.37264,-97.98658,Entire home/apt,412,2,8,2021-06-20,0.39,19,343
20541331,"Bouldin huge private suite and bath,  600 sq ft b",1804184,Murray,,78704,30.24887,-97.75592,Private room,130,3,2,2017-12-07,0.04,5,0
20542450,Modern cozy apartment in central Austin!,102757154,Diana,,78751,30.30723,-97.71506,Entire home/apt,55,1,6,2018-01-11,0.13,1,0
20568734,Prime ACL Location - Luxury Apartment,43732606,Blake,,78704,30.26606,-97.76211,Entire home/apt,675,1,0,,,1,0
20573701,ACL Condo in the Trees - Tarrytown,1649701,Shannon,,78703,30.28913,-97.77025,Entire home/apt,200,2,2,2019-10-14,0.09,1,0
20581661,Nice room in great location in S. Austin,48263936,Lesli,,78748,30.1578,-97.83272,Private room,40,2,20,2021-06-10,10.53,5,322
20582886,2/2 Lux Downtown High Rise walking distance to ACL,50506338,Paul,,78703,30.2699,-97.75349,Entire home/apt,500,2,1,2017-10-08,0.02,1,0
20587024,Spacious Desert Hippie Bungalow!,17312935,Rose,,78704,30.260366,-97.772469,Entire home/apt,250,2,20,2021-06-24,0.44,2,10
20602342,Private Entry To Modern Suite. Walk to Rainey St,12579936,Matt & Sarah,,78702,30.25606,-97.72906,Entire home/apt,93,2,59,2020-03-08,1.31,1,0
20607756,Your Lavender Modified,105391784,Betty,,78729,30.44481,-97.76704,Private room,38,28,46,2021-05-12,1.01,4,313
20624065,Charming Fully-Furnished Eastside Condo,18284798,Marshall,,78702,30.27891,-97.72012,Entire home/apt,99,30,7,2020-02-29,0.15,1,40
20639274,Great Longterm Condo! (washer/dryer in unit),22738209,Lisa,,78758,30.40798,-97.70013,Entire home/apt,75,28,2,2021-01-09,0.04,6,287
20639661,"Sunny, cozy room in quaint neighborhood.",4993942,Jennifer,,78749,30.2149,-97.87775,Private room,94,1,0,,,1,0
20646806,A private space in a welcoming home.,147643751,Tamzin,,78739,30.15793,-97.87233,Private room,34,1,1,2017-08-29,0.02,1,0
20647325,Free temp room for Hurricane Harvey evacuees,28367024,John,,78757,30.35627,-97.72133,Private room,10,1,1,2017-08-28,0.02,1,0
20649277,"Clean, Comfy and Fully Stocked Hyde Park Studio 4",27795608,Sara,,78751,30.30655,-97.71303,Entire home/apt,77,2,35,2020-09-30,1.24,5,175
20650125,Cozy Room Downtown ATX,27634112,Alanna,,78704,30.24142,-97.77472,Private room,50,2,12,2020-03-02,0.27,4,0
20650208,Modern Guest House in North Central Austin,140338107,Isaac,,78757,30.35813,-97.7216,Entire home/apt,125,2,59,2020-12-07,2.55,1,60
20651263,Cherry Blossom,118565935,Renters Club,,78704,30.25726,-97.76157,Entire home/apt,1365,3,1,2018-10-15,0.03,74,187
20652492,Austin Greenbelt Getaway!  4 bedroom w/ Hot Tub,22738209,Lisa,,78728,30.44601,-97.68221,Entire home/apt,351,5,12,2021-03-07,0.45,6,308
20653149,Private bedroom in SoCo,106813,Alejandro,,78704,30.23884,-97.75855,Private room,45,1,2,2017-09-23,0.04,1,0
20654452,Lake Travis Lakeside Modern Retreat,59384080,Andrea,,78734,30.38105,-97.95961,Entire home/apt,195,2,36,2020-11-28,0.89,2,168
20654455,The Cozy Traveler Suite in East Austin,22819374,Lala,,78721,30.27428,-97.68252,Entire home/apt,52,2,251,2020-06-21,5.63,1,0
20662016,Zen; Warm Bohemian Home 1.5 miles from Downtown,144021267,Brian,,78704,30.24877,-97.76478,Entire home/apt,350,3,20,2021-06-20,0.47,1,151
20662961,Peaceful Sanctuary in Arboretum Area,18072887,Karen,,78759,30.38725,-97.74996,Private room,79,1,81,2020-03-08,1.73,1,189
20666269,Guest suite for Harvey evacuees,147837279,Jennifer,,78739,30.18996,-97.89554,Private room,1000,1,0,,,1,0
20674436,Hurricane Harvey Refuge ONLY,3594051,Michael,,78704,30.23928,-97.74298,Entire home/apt,1,2,2,2017-09-10,0.04,1,0
20676722,"Cozy East Side Home - Walkable, Hip Area, DT ATX",65970695,Sarah,,78702,30.25392,-97.72245,Entire home/apt,144,2,1,2019-07-07,0.04,2,0
20677850,Zilker Bungalow,44767020,Bridget,,78704,30.26031,-97.76197,Private room,60,2,1,2018-03-18,0.02,1,0
20677979,"Best Location, Luxury Home, Walk to Austin's Best.",21964353,Pedram,,78704,30.25899,-97.76235,Entire home/apt,457,3,24,2020-02-23,0.89,2,0
20679507,"Two Houses in One + hot tub, arcade",22738209,Lisa,,78728,30.44643,-97.68037,Entire home/apt,1499,3,3,2019-05-05,0.07,6,308
20689504,Amazing studio with great views in downtown,71539185,Prachi,,78701,30.25842,-97.73991,Entire home/apt,130,2,4,2018-03-26,0.09,1,0
20689818,Photography Art Studio in South Austin,19172692,Greg,,78704,30.24371,-97.77206,Shared room,111,2,1,2017-09-01,0.02,1,0
20690298,Harvey Evacuation,1864106,Andy,,78703,30.28216,-97.76113,Shared room,30,1,0,,,1,0
20691399,East Austin Townhome Bedroom for SXSW,51672309,Jamie,,78741,30.23649,-97.70252,Private room,10,1,0,,,1,0
20691663,Comfy spare room,33128701,Charlotte,,78757,30.33838,-97.72595,Private room,58,1,0,,,1,0
20693118,"New home near downtown, UT, Mueller",44309896,Brian,,78722,30.30321,-97.71049,Private room,81,2,104,2021-06-27,3.63,1,99
20694364,"Serene, Modern Guest Suite, Zilker, Downtown",3704166,Rebecca,,78746,30.27481,-97.79526,Entire home/apt,125,2,35,2019-11-04,1.62,1,0
20694504,"**WARM, SPACIOUS, CONTEMPORARY HOME & POOL**",128728591,Emily,,78737,30.22165,-98.00059,Entire home/apt,654,2,33,2020-02-23,0.77,1,0
20694836,Shared studio space for Harvey refugees,28418487,George,,78722,30.28616,-97.70729,Shared room,400,1,0,,,1,0
20697128,FREE Peaceful Refuge for Hurricane Harvey Victims,7461777,Kayla,,78723,30.31181,-97.70402,Private room,10,1,0,,,1,0
20703219,Incredibly Spacious South Austin Home,1523587,Dallas,,78748,30.18279,-97.82669,Entire home/apt,493,2,87,2021-05-23,2.19,19,323
20708014,small room for Harvey evacuees,22987908,Elizabeth,,78757,30.3551,-97.73809,Private room,1,1,0,,,1,0
20710306,Treetop views and big city fun,29563937,Boris,,78704,30.25471,-97.7511,Entire home/apt,91,30,5,2021-06-04,0.12,2,200
20713150,Harvey Evacuee,3864713,Jeff,,78703,30.30486,-97.7549,Private room,10,1,0,,,1,0
20719348,Comfortable Cozy Shared Space Right Next to UT,148352730,Dhruv,,78705,30.29275,-97.73566,Shared room,27,1,14,2017-12-03,0.31,1,0
20720130,Secluded Cabin-Style Studio,109638288,TurnKey Vacation Rentals,,78748,30.17207,-97.83324,Entire home/apt,120,2,0,,,74,259
20725698,Amazing room 15 minutes from Downtown,73365971,Simba,,78751,30.29733,-97.72071,Private room,80,1,1,2017-10-16,0.02,1,0
20726231,Central Austin Duplex,1821488,Matt,,78704,30.2538,-97.77961,Private room,200,4,1,2018-09-03,0.03,1,89
20729841,1509 Juliet,148451726,Greg,,78704,30.25804,-97.76381,Entire home/apt,800,3,1,2017-12-07,0.02,1,0
20730656,East ATX Studio w/ Lg Patio 4 Miles From Downtown,19453593,Crystal,,78741,30.23905,-97.69333,Entire home/apt,118,2,94,2020-11-22,2.34,1,0
20739037,Bungalow close to great food and downtown,1309621,David,,78702,30.25795,-97.70069,Entire home/apt,750,2,60,2021-06-13,1.49,1,332
20741660,Sublease - University Village,148545723,Brittany,,78741,30.23547,-97.71191,Private room,580,1,0,,,1,0
20743135,"$1,100-1br Efficiency For Rent-45th & Shoal Creek",148557974,Joseph,,78731,30.32141,-97.75273,Private room,38,30,7,2020-01-13,0.19,1,333
20744766,South Lamar Home- 1 bed/1 bath - Fenced in patio,8084007,Mike,,78704,30.24465,-97.77306,Entire home/apt,105,1,14,2021-06-26,0.34,1,76
20745881,Hurricane Harvey Refugee Respite,46117451,Evan,,78704,30.24174,-97.77772,Private room,200,1,0,,,1,0
20746326,Zilker Desert Hippie Bungalow,17312935,Rose,,78704,30.26123,-97.7721,Private room,150,1,41,2020-08-09,0.89,2,0
20747674,"SXSW Perfect Location, Beautiful Apartment!",31690214,Michael,,78704,30.25494,-97.74656,Entire home/apt,300,2,3,2018-01-01,0.07,1,0
20748799,Urban Jungle Studio in Walkable East Austin,17308454,Andrea,,78702,30.25997,-97.71455,Entire home/apt,69,2,29,2019-08-28,0.72,1,0
20759282,Spacious East Austin Boutique Airbnb,135933114,Emmy,,78702,30.25711,-97.72738,Entire home/apt,120,2,105,2020-06-26,2.38,1,0
20760311,Walk to Pubs Near a Garden Oasis House in East Austin,1844589,Jake,,78702,30.26601,-97.71414,Entire home/apt,281,1,357,2021-07-04,13.61,1,129
20764153,Entire private 2bd 2ba,70079050,Lani,,78745,30.20069,-97.79869,Entire home/apt,64,4,3,2017-09-23,0.06,1,0
20771704,N.Lamar: Economic Spot in Great Community,8167447,Martin,,78751,30.31839,-97.72933,Shared room,17,30,11,2021-04-01,0.67,76,322
20783423,"Jim & Sherry's Place: one bedroom, private bath",148956646,Jim And Sherry,,78749,30.20698,-97.85035,Private room,45,1,62,2020-04-01,1.59,1,180
20784275,South Austin Creekside Retreat!!!,1840480,Scott & Sally,,78745,30.22038,-97.79589,Entire home/apt,342,5,51,2021-05-31,1.28,11,271
20786738,Romantic Art House,61156246,Jake,,78702,30.26884,-97.72749,Entire home/apt,149,3,326,2021-06-26,7.08,3,72
20787958,Suburban Home,149008069,Paras,,78750,30.45116,-97.8159,Entire home/apt,175,1,1,2017-09-05,0.02,1,0
20794343,Close to Downtown! Beautiful New Studio Apartment,132482864,Ted,,78703,30.28055,-97.75551,Entire home/apt,173,2,50,2020-03-15,1.24,1,6
20800466,Extended Stay Home in the Heart of East Austin,4334564,Nick,,78702,30.2765,-97.71831,Entire home/apt,350,21,6,2019-05-26,0.21,2,146
20800752,Bohemian house in prime east side location,4577447,Alfred,,78702,30.26351,-97.72055,Entire home/apt,200,3,2,2017-10-16,0.04,2,0
20801999,The Brady Carriage House - Quiet Downtown Retreat!,66447793,Cindy,,78701,30.27995,-97.74672,Entire home/apt,126,2,179,2021-07-05,4.57,1,48
20814080,SXSW,119792525,Cheyenne,,78745,30.19286,-97.77975,Shared room,100,3,2,2019-03-15,0.04,1,0
20817466,"Incredible Oasis- Walk and Shop, SXSW, Nightlife!!",2934425,Brett,,78703,30.27144,-97.75544,Entire home/apt,103,1,277,2021-07-01,6.25,7,102
20826811,Cozy little suite near the heart of Austin!,149391707,Bret,,78704,30.24237,-97.75428,Entire home/apt,88,2,45,2021-06-13,1.17,1,90
20827334,Everything YOU’d want! The ideal place to stay!,46418390,Natalie,,78758,30.40209,-97.72064,Entire home/apt,66,2,7,2018-10-08,0.15,1,0
20831615,Central North nearThe Domain Private patio/Back Yd,147552091,Bob,,78757,30.369,-97.72906,Entire home/apt,135,30,18,2021-04-23,0.66,2,165
20832460,Central North Peaceful Hideaway+ Private Patio/Yd,147552091,Bob,,78757,30.3695,-97.73079,Entire home/apt,115,5,42,2021-05-19,0.99,2,158
20832681,"SoCo Treetop Condo: Downtown Views, Walk to River",1656528,Jay,,78704,30.25621,-97.74626,Entire home/apt,154,1,377,2021-06-22,11.11,2,223
20834075,Modern 4 Bedroom & 3 Full Baths,15273158,Pooja,,78721,30.27592,-97.67909,Entire home/apt,142,2,38,2019-12-29,1.15,1,0
20842593,"Luxury Loft - Location, Location, Location",21964353,Pedram,,78704,30.25963,-97.76576,Entire home/apt,164,4,2,2019-06-02,0.08,2,0
20847670,N.Lamar. Economic Spot in Great Community,8167447,Martin,,78751,30.31821,-97.73055,Shared room,17,30,8,2021-06-22,0.19,76,341
20849018,The Barton Cliffs Estate,61655296,Austin,,78704,30.26424,-97.76508,Entire home/apt,500,2,1,2017-10-16,0.02,1,0
20850241,ELEGANT downtown waterfront stay,149627986,Austin,,78704,30.25858,-97.74403,Entire home/apt,270,2,2,2017-10-23,0.04,1,0
20850954,Steampunk Sensation Guesthouse with Private Balcony,4437388,Stacey,,78745,30.21861,-97.77436,Entire home/apt,140,30,52,2020-03-01,2.51,4,26
20871331,"POSH 3bed/3bath PAD - trendy, upscale and spacious",111612422,John,,78758,30.38133,-97.70201,Entire home/apt,214,30,17,2021-01-02,0.38,3,214
20871514,Austin Lake Estates-Go to the city or the hills,96885818,Julie,,78733,30.34315,-97.8601,Private room,60,1,20,2019-10-28,0.60,3,6
20872203,Garage Apartment Suite Retreat in Central Austin,149851691,Karen,,78703,30.29786,-97.77213,Entire home/apt,70,30,6,2020-03-31,0.15,1,55
20874001,Comfortable 2/2 in NW Austin- close to Domain,149871622,Ashley,,78727,30.42394,-97.72369,Entire home/apt,196,4,50,2021-05-16,1.16,1,64
20881263,Austin Houseboat Lake Stay,140437106,Christina,,78734,30.38311,-97.96401,Entire home/apt,550,2,17,2021-06-27,0.39,1,332
20882883,Modern Guest House 3 blocks to Historic SoCo,121569534,Paul,,78704,30.24201,-97.74799,Entire home/apt,165,1,42,2021-06-12,0.93,1,296
20883334,Minimal Master Bedroom,90131550,José,,78759,30.43038,-97.76811,Private room,44,1,5,2018-03-25,0.12,1,0
20886470,Upson House,139756350,Doug,,78703,30.27901,-97.77002,Entire home/apt,201,2,41,2021-06-07,1.20,2,110
20887930,Eclectic Southeast Austin Garage Apartment,150032092,Todd,,78744,30.19112,-97.74219,Entire home/apt,80,31,103,2021-01-02,2.97,1,95
20888993,South Austin Spacious Beauty!,55911288,Sean,,78745,30.22531,-97.77777,Entire home/apt,400,2,2,2017-10-23,0.04,1,0
20890370,Modern Austin Home w/ Yard ~ 1 ½ Miles from ACL!,124060715,Evolve Vacation Rental,,78704,30.25516,-97.78117,Entire home/apt,808,2,10,2021-06-13,0.26,33,247
20890372,Quaint Austin Home w/ Yard: ~5 Miles to Downtown!,124060715,Evolve Vacation Rental,,78751,30.31823,-97.7202,Entire home/apt,142,29,4,2021-02-07,0.14,33,344
20890377,Modern Austin Condo w/ Pool < 5 Mi to Downtown!,124060715,Evolve Vacation Rental,,78756,30.32706,-97.73427,Entire home/apt,181,2,2,2020-12-17,0.20,33,332
20890392,Modern Austin House w/Deck & Yard Near Attractions,124060715,Evolve Vacation Rental,,78702,30.25454,-97.72703,Entire home/apt,250,2,1,2019-05-27,0.04,33,188
20890395,Quaint 'Austin Soul' Home Steps to South Congress!,124060715,Evolve Vacation Rental,,78704,30.24849,-97.75062,Entire home/apt,281,2,7,2021-06-06,0.32,33,176
20890503,"Chic Villa w/ Infinity Pool, 10 Miles to Downtown!",124060715,Evolve Vacation Rental,,78733,30.3197,-97.85011,Entire home/apt,1019,2,42,2021-06-27,1.30,33,281
20897938,Modern Apartment in South Lamar Neighborhood #21,117629221,Thornton Flats - Marcus,,78704,30.24417,-97.77179,Private room,126,2,86,2021-06-13,27.74,3,159
20899207,BIG IKE'S PURA VIDA,150145343,Ike,,78736,30.24677,-97.9231,Entire home/apt,1100,2,36,2019-11-03,0.82,1,251
20900834,"Cozy & Clean Hyde Park Apt, Centrally Located!",30842730,Sarah,,78705,30.29938,-97.73778,Entire home/apt,70,7,6,2017-11-07,0.13,1,0
20912413,Private 1B/1B Apartment on South Lamar,123452527,Tyler,,78704,30.25706,-97.75984,Entire home/apt,275,3,0,,,1,0
20913527,Clarksville Convenience & Luxury Austin Texas,146219023,Roya Johnson,,78703,30.2802,-97.75654,Private room,80,1,112,2021-06-17,3.98,1,64
20915676,PERFECT FOR ACL-  2BR Apartment in Downtown Austin,42120138,Alexander,,78702,30.25327,-97.73468,Entire home/apt,265,3,0,,,2,0
20917262,SoLa Studio Overseeing Zilker + ACL,150332509,Jenny,,78704,30.25501,-97.76098,Entire home/apt,137,1,15,2018-05-28,0.33,1,0
20920756,"Modern Getaway with Loft, Patio & Fenced Backyard",109638288,TurnKey Vacation Rentals,,78702,30.25612,-97.73465,Entire home/apt,264,2,75,2021-06-06,2.62,74,297
20929723,Modern Barton Hills Oasis 4Bdr with pool,284080,Tiffany,,78704,30.24437,-97.78513,Entire home/apt,799,4,53,2021-06-28,1.17,1,79
20930699,Eastside living,66138596,Kelsey,,78723,30.31868,-97.68775,Entire home/apt,161,2,5,2020-06-28,0.17,1,0
20932160,Low Price Meets Comfort in S. Central Austin,6634962,Brandee,,78704,30.23451,-97.76631,Shared room,20,1,35,2018-01-27,0.81,1,0
20932451,"Ultramodern, High-tech House an Eight-Min Walk to Rainey St",26917810,Tom,,78702,30.25544,-97.73423,Entire home/apt,1149,1,51,2021-07-05,1.22,1,336
20932887,Private Hyde Park Guesthouse,110978770,Weston,,78751,30.31059,-97.72499,Entire home/apt,75,5,142,2021-06-21,3.36,1,5
20933380,Entire 1BD 1 Bath Apartment Both ACL Weekends.,150489069,Amber,,78726,30.43598,-97.83727,Private room,50,1,3,2017-10-16,0.07,1,0
20935862,"Modern, Clean Live/Work Space w/ Hi Speed Internet",6752394,Joe,,78704,30.24253,-97.77504,Entire home/apt,224,3,72,2021-06-30,1.78,5,10
